date,temperature,rainfall,solar_rad,wind
20181021,13.92,0.00,12.52,3.82
20181022,16.76,0.00,9.81,4.35
20181023,19.70,0.00,8.39,3.29
20181024,19.18,0.00,12.17,3.49
20181025,18.98,0.00,10.58,3.70
20181126,19.15,0.00,7.75,1.48
20181127,15.94,0.00,11.12,2.81
20181128,13.61,0.00,5.85,4.89
20181101,12.17,0.00,13.63,4.15
20181102,16.47,0.00,8.58,3.57
20181103,13.61,0.00,11.90,3.87
20181104,10.31,0.00,12.02,3.03
20181105,14.82,0.00,10.86,3.72
20181106,10.32,0.00,10.65,4.24
20181107,8.35,0.00,11.64,2.23
20181108,15.69,0.00,12.57,3.41
20181109,10.99,0.00,6.64,2.57
20181110,14.81,0.00,7.73,3.78
20181111,15.68,0.00,9.03,3.43
20181112,11.69,0.00,10.22,3.86
20181113,14.00,0.00,10.74,5.48
20181114,9.72,0.00,12.65,3.60
20181115,7.19,0.00,9.30,2.13
20181116,13.29,0.00,11.81,2.46
20181117,7.75,0.00,10.24,3.87
20181118,11.97,0.00,6.96,3.76
20181119,9.13,0.00,10.06,1.59
20181120,5.84,0.00,7.29,2.31
20181121,12.04,0.00,12.26,2.52
20181122,-1.11,0.00,8.08,2.34
20181123,9.86,0.00,5.21,3.47
20181124,0.99,0.00,6.05,1.85
20181125,10.15,0.00,7.95,2.21
20181126,9.49,0.00,8.87,2.96
20181127,0.99,0.00,11.17,2.68
20181228,6.32,0.00,6.64,4.28
20181201,7.74,0.00,11.99,3.52
20181202,7.71,0.00,5.21,3.79
20181203,4.98,0.00,5.00,5.01
20181204,6.38,0.00,6.03,3.45
20181205,6.72,0.00,9.68,1.33
20181206,6.84,0.00,7.47,3.57
20181207,8.17,0.00,5.83,2.52
20181208,5.93,0.00,6.15,3.37
20181209,0.63,0.00,7.68,3.86
20181210,10.99,0.00,8.86,1.81
20181211,6.67,0.00,5.00,2.86
20181212,-7.21,0.00,12.32,2.45
20181213,6.57,0.00,6.48,3.58
20181214,2.15,0.00,8.05,4.26
20181215,6.03,0.00,7.66,4.47
20181216,7.05,0.00,5.00,3.19
20181217,0.71,0.00,9.34,4.85
20181218,1.60,0.00,6.41,4.04
20181219,2.11,0.00,10.73,3.09
20181220,8.73,0.00,5.57,2.81
20181221,3.38,0.00,7.31,4.46
20181222,8.04,0.00,6.23,4.84
20181223,7.23,0.00,10.04,3.08
20181224,6.74,0.00,9.27,4.93
20181225,14.61,0.00,8.40,3.42
20181226,6.43,0.00,5.61,3.58
20181227,13.78,0.00,10.42,3.44
20181228,13.24,0.00,7.67,2.75
20181201,6.49,0.00,7.01,2.52
20190101,-4.71,0.00,6.17,2.75
20190102,0.19,0.00,9.87,2.69
20190103,5.00,0.00,7.58,4.11
20190104,6.87,0.00,8.38,2.50
20190105,7.05,0.00,6.49,4.26
20190106,1.90,0.00,9.80,2.89
20190107,2.85,0.00,6.44,4.02
20190108,13.18,0.00,9.92,3.46
20190109,3.94,0.00,7.00,2.72
20190110,10.03,0.00,6.03,3.91
20190111,8.11,0.00,13.01,1.17
20190112,3.34,0.00,9.39,2.58
20190113,4.30,0.00,9.09,2.58
20190114,5.13,0.00,7.04,3.17
20190115,7.39,0.00,8.68,4.82
20190116,4.82,0.00,9.37,5.02
20190117,3.54,0.00,10.46,3.16
20190118,1.41,0.00,7.27,3.11
20190119,9.62,0.00,11.59,1.62
20190120,-1.80,0.00,8.81,1.48
20190121,5.17,0.00,8.09,3.43
20190122,3.28,0.00,8.73,2.19
20190123,9.66,0.00,8.73,2.73
20190124,4.50,0.00,9.07,2.34
20190125,8.95,0.66,7.13,2.20
20190126,-2.24,0.00,10.13,4.64
20190127,5.43,0.00,11.86,5.58
20190128,9.23,0.00,9.36,2.36
20190101,6.40,0.00,10.35,2.83
20190102,7.13,0.00,8.60,1.38
20190103,7.03,0.00,12.23,2.74
20190204,5.28,0.00,13.55,4.75
20190205,5.00,0.00,7.57,4.05
20190206,2.91,0.00,9.26,3.99
20190207,-1.96,0.00,13.06,1.10
20190208,4.53,0.00,5.00,3.80
20190209,3.54,0.00,6.72,3.78
20190210,12.04,0.00,11.91,4.11
20190211,6.60,0.00,12.09,2.69
20190212,2.81,0.00,14.18,3.29
20190213,9.68,0.00,12.24,3.97
20190214,11.20,0.00,10.08,2.27
20190215,6.06,0.00,11.76,4.46
20190216,4.84,5.25,10.48,4.67
20190217,14.61,0.00,14.37,4.03
20190218,6.67,0.00,14.15,3.17
20190219,9.43,0.00,8.96,4.57
20190220,7.34,0.00,12.23,3.79
20190221,7.06,0.00,10.42,3.27
20190222,0.56,0.00,9.36,2.86
20190223,7.40,0.00,14.62,6.00
20190224,-1.95,0.00,14.24,2.90
20190225,8.65,0.00,11.98,5.08
20190226,3.31,0.00,12.76,4.15
20190227,8.48,0.00,13.98,2.87
20190228,18.20,0.00,13.00,2.64
20190201,6.31,0.00,12.22,3.89
20190202,3.51,0.00,13.03,2.48
20190203,14.14,6.58,11.64,3.48
20190204,3.14,0.00,10.94,3.41
20190205,11.93,0.00,12.04,2.67
20190306,9.96,0.00,13.36,4.40
20190307,1.90,0.00,14.13,2.28
20190308,5.46,0.00,15.41,1.23
20190309,9.30,0.00,13.80,2.58
20190310,10.23,0.00,12.14,5.96
20190311,14.17,0.00,12.57,3.79
20190312,16.06,0.00,15.56,3.56
20190313,15.21,0.00,12.72,3.64
20190314,11.81,0.00,16.88,4.06
20190315,11.39,0.00,15.94,4.23
20190316,8.59,0.00,12.49,3.49
20190317,10.51,0.00,14.86,3.04
20190318,10.26,0.00,15.97,4.26
20190319,10.57,0.00,13.60,4.12
20190320,6.11,0.00,13.24,1.93
20190321,15.02,0.00,16.43,3.43
20190322,13.63,0.00,18.68,3.23
20190323,13.27,0.00,13.69,1.89
20190324,9.36,0.00,18.12,2.73
20190325,15.46,0.00,18.33,3.20
20190326,16.50,0.00,17.50,4.75
20190327,10.03,0.00,17.99,2.22
20190328,14.32,0.00,14.73,4.36
20190301,18.31,0.00,16.43,3.25
20190302,16.13,0.00,14.05,3.63
20190303,15.83,0.00,14.30,3.21
20190304,8.24,4.05,17.02,2.56
20190305,12.26,0.00,15.55,0.83
20190306,16.58,0.00,15.42,4.95
20190307,15.28,0.00,14.55,2.34
20190308,12.40,0.00,16.11,1.43
20190409,19.01,0.00,17.76,4.14
20190410,24.94,0.00,19.04,4.97
20190411,10.90,0.00,18.46,1.14
20190412,12.70,0.00,18.98,2.87
20190413,15.22,0.00,19.04,3.31
20190414,16.85,0.00,19.64,2.66
20190415,17.35,0.00,23.17,3.40
20190416,19.25,0.00,19.26,2.06
20190417,22.06,0.00,21.30,4.30
20190418,12.12,0.00,20.52,4.27
20190419,18.33,1.97,14.93,3.25
20190420,22.87,0.00,21.78,5.44
20190421,21.38,0.00,18.41,2.27
20190422,22.48,0.00,19.89,2.39
20190423,21.96,0.00,19.40,2.77
20190424,24.11,0.00,19.44,4.62
20190425,15.80,0.00,19.74,2.45
20190426,27.16,0.00,20.47,3.13
20190427,8.03,4.76,17.89,3.43
20190428,25.80,0.00,20.90,3.78
20190401,17.47,0.00,18.91,3.46
20190402,15.92,0.00,21.73,1.07
20190403,20.61,0.00,20.69,5.20
20190404,16.18,0.00,21.98,5.93
20190405,20.47,4.69,18.93,2.65
20190406,21.50,0.00,18.20,3.10
20190407,19.88,0.00,22.59,1.93
20190408,18.55,0.00,18.98,4.85
20190409,29.60,0.00,22.15,2.31
20190410,19.13,0.00,24.20,3.06
20190511,24.37,0.00,24.80,2.40
20190512,24.53,0.00,18.08,2.92
20190513,24.38,0.00,22.54,3.00
20190514,16.89,0.00,17.25,2.03
20190515,26.26,0.00,22.62,4.66
20190516,19.50,0.00,21.95,5.04
20190517,25.45,0.00,22.40,2.44
20190518,16.59,0.00,21.01,3.80
20190519,19.92,0.00,23.49,3.55
20190520,28.72,5.08,23.86,3.30
20190521,26.29,4.27,23.05,2.00
20190522,25.14,0.00,22.22,3.07
20190523,26.12,0.00,21.92,1.90
20190524,31.12,0.00,18.47,3.63
20190525,28.02,0.00,21.67,2.13
20190526,33.27,19.40,20.34,3.03
20190527,24.21,2.07,19.28,4.46
20190528,25.00,0.00,22.61,4.20
20190501,27.93,0.00,22.98,3.65
20190502,28.43,0.00,24.15,2.22
20190503,27.49,0.00,23.01,2.76
20190504,29.95,0.00,25.36,2.42
20190505,31.56,0.00,18.08,2.36
20190506,31.12,0.00,24.09,2.97
20190507,29.16,0.00,26.65,4.96
20190508,29.83,0.00,21.96,4.01
20190509,29.69,0.00,24.84,4.27
20190510,30.73,0.00,23.94,3.43
20190511,27.53,0.00,26.00,1.89
20190512,29.38,0.00,28.20,3.10
20190513,34.61,0.00,25.58,5.31
20190614,22.73,0.00,23.59,3.94
20190615,29.07,0.00,20.12,3.92
20190616,28.80,0.00,23.62,2.38
20190617,26.33,0.00,25.43,1.53
20190618,29.54,0.00,21.33,3.13
20190619,31.23,0.00,21.57,1.80
20190620,27.51,0.00,23.79,3.46
20190621,22.30,0.00,20.53,3.75
20190622,32.18,0.00,24.49,3.76
20190623,27.11,0.00,28.16,4.99
20190624,35.82,0.00,20.74,5.29
20190625,29.64,0.00,25.49,2.73
20190626,35.88,0.00,26.43,3.92
20190627,27.26,0.00,26.31,4.20
20190628,34.57,10.31,26.55,4.06
20190601,24.11,1.40,23.66,3.53
20190602,29.62,0.00,24.91,3.52
20190603,31.11,0.00,25.24,2.39
20190604,24.78,0.00,24.07,0.96
20190605,35.32,0.00,20.08,2.09
20190606,28.75,0.00,22.48,3.21
20190607,34.90,0.00,23.94,4.39
20190608,21.13,0.00,23.63,2.72
20190609,34.20,0.00,26.02,5.39
20190610,28.32,0.00,22.71,3.49
20190611,36.06,0.00,22.57,4.72
20190612,33.24,0.00,23.39,3.75
20190613,33.82,0.23,24.68,4.94
20190614,36.36,15.06,26.51,4.41
20190615,32.71,0.00,20.50,3.83
20190716,26.78,0.00,25.31,2.67
20190717,35.58,0.00,22.00,4.00
20190718,34.88,0.00,24.82,2.26
20190719,32.49,0.00,21.68,3.52
20190720,37.96,0.00,21.44,1.97
20190721,28.92,0.00,20.34,3.54
20190722,33.47,0.00,23.84,4.40
20190723,33.64,0.00,25.08,2.78
20190724,35.87,0.00,22.33,1.54
20190725,29.28,0.00,24.08,4.71
20190726,34.61,7.42,19.65,3.88
20190727,29.74,0.00,23.02,5.13
20190728,35.86,0.00,20.61,3.06
20190701,31.23,7.95,21.54,4.46
20190702,43.27,0.00,21.28,3.54
20190703,36.19,0.00,23.52,4.98
20190704,27.75,0.00,20.10,4.27
20190705,35.90,0.00,20.17,2.54
20190706,33.44,0.00,21.72,2.56
20190707,28.00,0.00,24.25,3.57
20190708,33.10,0.00,23.19,2.05
20190709,27.24,0.00,24.85,3.73
20190710,33.15,0.00,22.49,2.49
20190711,30.66,0.00,23.67,3.22
20190712,33.58,0.00,23.65,4.02
20190713,27.48,15.16,25.88,3.93
20190714,29.59,0.00,22.55,3.40
20190715,38.34,0.00,24.86,2.98
20190716,24.77,0.00,22.75,3.79
20190717,32.87,0.00,23.25,3.35
20190818,31.54,0.00,21.37,4.03
20190819,23.68,0.00,22.37,4.35
20190820,27.43,8.19,22.68,4.25
20190821,29.55,0.00,21.77,3.40
20190822,32.18,0.00,20.08,3.26
20190823,28.14,0.00,20.95,5.82
20190824,32.28,6.45,21.81,4.01
20190825,30.08,0.00,16.68,2.78
20190826,30.43,0.00,20.73,3.47
20190827,24.55,0.00,22.03,3.18
20190828,35.01,0.00,20.35,3.40
20190801,32.87,0.00,20.52,1.68
20190802,35.53,0.00,21.34,2.79
20190803,35.84,0.00,21.24,1.50
20190804,27.96,0.00,21.52,4.16
20190805,28.80,0.00,20.37,3.30
20190806,29.37,0.00,16.08,5.26
20190807,22.30,7.76,22.51,1.49
20190808,29.47,0.00,24.49,4.88
20190809,25.90,0.00,20.60,2.21
20190810,26.56,0.00,19.32,2.46
20190811,25.91,0.00,16.65,3.76
20190812,29.99,0.00,16.56,2.27
20190813,29.62,0.00,19.12,2.19
20190814,26.51,0.00,22.35,4.05
20190815,23.65,0.00,17.15,3.92
20190816,27.97,0.00,21.70,1.72
20190817,25.82,0.00,15.37,1.85
20190818,27.40,1.94,19.68,4.10
20190819,25.78,0.00,19.84,2.79
20190820,23.28,0.00,19.53,4.60
20190921,19.19,0.00,19.88,4.85
20190922,27.48,0.00,19.81,5.70
20190923,27.91,0.00,21.76,2.03
20190924,29.54,0.00,20.26,3.69
20190925,24.91,0.00,15.68,3.03
20190926,21.51,0.00,17.65,2.95
20190927,24.30,0.00,15.53,4.12
20190928,26.36,0.00,17.15,3.32
20190901,26.02,0.00,16.92,3.20
20190902,23.24,0.00,16.09,2.75
20190903,21.24,0.00,16.10,3.42
20190904,21.06,0.00,19.62,2.82
20190905,25.24,0.00,18.80,3.44
20190906,24.04,0.00,13.26,4.48
20190907,30.58,0.00,18.53,3.54
20190908,29.64,0.00,17.64,4.83
20190909,26.06,0.00,16.61,3.00
20190910,24.32,0.00,19.76,4.13
20190911,23.07,0.00,18.51,4.89
20190912,25.20,0.00,18.06,3.60
20190913,22.32,0.00,18.64,3.10
20190914,17.16,0.00,16.35,3.55
20190915,23.54,0.00,14.36,3.26
20190916,22.32,0.00,17.20,3.81
20190917,21.79,0.00,14.77,2.13
20190918,19.32,0.00,16.55,2.63
20190919,26.14,0.00,16.32,3.57
20190920,20.84,0.00,14.39,5.68
20190921,19.44,0.00,15.61,1.71
20190922,20.41,0.00,17.42,3.09
20191023,20.16,0.00,18.13,1.91
20191024,14.84,0.00,10.28,2.27
20191025,18.45,0.00,16.47,2.41
20191026,17.60,0.00,16.45,2.70
20191027,18.47,0.00,14.34,3.26
20191028,26.00,0.00,16.21,4.01
20191001,32.43,0.00,10.22,4.13
20191002,11.06,0.00,13.16,1.51
20191003,14.78,0.00,16.32,3.60
20191004,20.12,0.00,12.49,2.06
20191005,16.39,0.00,13.07,2.65
20191006,16.68,0.00,13.47,2.79
20191007,14.83,0.00,11.49,3.10
20191008,12.86,0.00,14.61,3.71
20191009,19.44,0.00,11.30,2.91
20191010,17.17,0.00,14.04,1.96
20191011,15.83,0.00,11.78,3.81
20191012,9.36,3.96,13.68,4.68
20191013,18.72,0.00,11.78,2.74
20191014,17.70,0.00,14.69,3.37
20191015,18.73,0.00,10.46,3.37
20191016,11.63,0.00,13.13,4.05
20191017,11.65,0.00,11.19,2.64
20191018,17.10,0.00,8.91,2.53
20191019,15.72,0.00,12.29,2.03
20191020,10.35,0.00,10.85,3.48
20191021,21.31,0.00,9.18,3.29
20191022,13.51,0.00,12.54,3.32
20191023,17.23,0.00,11.60,1.70
20191024,9.62,0.00,12.01,2.73
20191025,9.04,0.00,13.96,1.93
20191126,13.41,0.00,13.32,4.03
20191127,11.09,0.00,12.98,3.04
20191128,5.77,0.00,10.50,2.40
20191101,12.47,0.00,10.71,5.48
20191102,11.26,0.00,10.60,4.33
20191103,6.24,0.00,13.31,3.60
20191104,18.37,0.00,11.14,1.78
20191105,4.45,0.00,11.97,3.68
20191106,16.28,0.00,6.60,4.21
20191107,8.02,0.00,11.24,4.38
20191108,7.50,0.00,10.73,2.47
20191109,7.13,0.00,12.76,2.44
20191110,13.25,0.00,9.92,3.21
20191111,6.73,0.00,9.25,0.98
20191112,11.07,0.00,9.14,5.38
20191113,10.94,0.00,8.48,2.29
20191114,13.33,0.00,10.36,3.45
20191115,7.82,0.00,12.72,1.58
20191116,7.04,0.00,9.18,3.17
20191117,10.80,0.00,8.24,1.59
20191118,11.48,0.00,11.40,3.88
20191119,13.44,0.00,10.64,3.83
20191120,8.39,0.00,8.68,3.12
20191121,4.49,0.00,8.05,5.22
20191122,15.69,0.00,9.23,5.01
20191123,4.09,0.00,6.05,5.09
20191124,5.46,0.00,8.71,2.63
20191125,18.01,0.00,12.96,1.46
20191126,10.79,0.00,6.50,3.60
20191127,14.09,0.00,7.69,7.00
20191228,12.17,0.00,7.02,2.91
20191201,7.16,0.00,7.40,4.53
20191202,4.80,0.00,7.45,3.34
20191203,12.13,0.00,10.27,3.54
20191204,11.79,0.00,10.99,2.32
20191205,11.65,0.00,6.79,2.93
20191206,-1.03,0.00,8.94,3.05
20191207,10.97,0.00,8.05,2.30
20191208,4.44,0.00,8.38,5.03
20191209,4.89,0.00,7.81,2.03
20191210,2.65,0.00,5.00,3.44
20191211,9.73,0.00,6.42,1.88
20191212,0.07,0.00,8.22,3.76
20191213,4.38,0.00,5.00,3.39
20191214,7.90,0.00,8.94,3.19
20191215,3.72,0.00,6.76,3.39
20191216,7.59,0.00,9.44,4.61
20191217,11.74,11.14,5.33,3.51
20191218,0.56,0.00,6.01,3.10
20191219,2.25,0.00,7.94,2.88
20191220,4.76,0.00,9.12,3.19
20191221,2.98,0.00,5.86,3.86
20191222,4.38,0.00,8.61,2.91
20191223,7.90,0.00,7.88,3.86
20191224,5.38,0.00,9.41,3.78
20191225,4.30,5.95,10.61,0.95
20191226,0.32,0.00,8.80,3.42
20191227,5.59,0.00,10.38,4.26
20191228,-4.09,0.00,5.00,2.82
20191201,6.19,0.00,5.46,2.73
20200101,8.18,0.00,9.46,1.68
20200102,5.96,0.00,6.21,4.73
20200103,3.75,0.00,7.13,3.75
20200104,5.99,0.00,8.38,3.67
20200105,3.55,0.00,8.87,3.26
20200106,4.91,0.00,11.22,4.26
20200107,9.31,0.00,10.26,3.10
20200108,-0.96,0.00,8.91,4.21
20200109,9.13,0.00,6.63,3.79
20200110,2.28,0.00,9.21,3.15
20200111,5.95,0.00,8.30,3.15
20200112,3.89,0.00,9.84,2.00
20200113,5.71,0.00,8.59,3.47
20200114,1.05,0.00,9.52,3.56
20200115,5.46,0.00,9.17,1.64
20200116,-0.27,0.00,12.93,4.43
20200117,4.00,0.00,8.01,3.96
20200118,2.95,0.00,7.23,2.98
20200119,0.37,0.00,8.31,4.52
20200120,5.54,0.00,8.16,3.66
20200121,1.93,0.00,8.81,1.84
20200122,4.46,0.00,10.11,2.78
20200123,-1.64,0.00,7.55,4.75
20200124,-0.44,0.00,9.63,3.21
20200125,4.14,0.00,8.04,5.03
20200126,9.62,0.00,12.04,3.49
20200127,2.91,0.00,8.27,3.92
20200128,5.85,0.00,12.59,4.22
20200101,5.16,0.00,9.64,1.10
20200102,3.74,0.00,10.88,3.93
20200103,7.80,0.00,14.24,3.91
20200204,5.24,0.00,11.55,2.39
20200205,-2.58,0.00,11.08,3.24
20200206,1.58,0.00,10.24,3.68
20200207,6.70,0.00,11.04,2.14
20200208,6.94,0.00,9.31,4.89
20200209,6.06,0.00,11.86,5.42
20200210,-5.55,0.00,10.60,4.44
20200211,5.67,0.00,10.79,3.93
20200212,5.59,0.00,10.80,5.16
20200213,8.17,0.00,10.61,2.44
20200214,9.62,0.00,10.80,3.86
20200215,9.35,0.00,11.61,5.56
20200216,3.70,0.00,9.53,3.20
20200217,8.37,7.87,11.62,3.09
20200218,-4.54,0.00,11.68,2.82
20200219,10.93,0.00,6.99,3.86
20200220,16.37,0.00,13.35,1.76
20200221,1.01,0.00,13.93,4.32
20200222,-2.59,0.00,7.82,2.01
20200223,6.98,0.00,11.94,3.60
20200224,12.13,0.00,10.83,2.69
20200225,17.25,0.00,14.69,3.98
20200226,8.93,0.00,12.32,1.91
20200227,1.76,0.00,10.50,2.74
20200228,7.64,0.00,10.46,3.19
20200201,9.94,0.00,12.94,4.50
20200202,9.55,0.00,13.92,3.34
20200203,6.96,0.00,14.70,1.75
20200204,4.07,0.00,15.53,3.49
20200205,5.64,0.00,14.44,3.55
20200306,10.51,0.00,11.25,2.58
20200307,8.82,0.00,10.18,2.08
20200308,8.56,0.00,18.31,3.57
20200309,8.22,0.00,13.79,2.45
20200310,-3.31,0.00,12.54,3.25
20200311,5.97,0.00,14.23,1.97
20200312,7.30,0.00,15.65,1.55
20200313,13.66,0.00,15.12,3.82
20200314,11.29,0.00,13.48,4.66
20200315,10.89,0.00,15.64,4.27
20200316,12.81,0.00,15.95,0.50
20200317,18.16,0.00,11.22,1.29
20200318,21.09,0.00,13.50,3.69
20200319,10.88,0.00,15.70,3.64
20200320,7.72,0.00,15.65,2.37
20200321,16.04,0.00,13.32,5.16
20200322,14.68,0.00,14.04,2.90
20200323,13.26,0.00,15.26,1.94
20200324,21.16,0.00,18.45,5.12
20200325,13.00,0.00,11.27,2.99
20200326,11.19,0.00,13.75,4.24
20200327,21.49,0.00,17.40,1.18
20200328,10.81,2.69,15.53,3.72
20200301,8.47,0.00,19.36,4.07
20200302,22.84,0.00,18.42,2.07
20200303,18.45,0.00,16.30,4.53
20200304,10.27,0.00,17.57,2.39
20200305,11.18,3.74,16.13,2.81
20200306,12.27,0.00,15.09,1.91
20200307,15.74,0.00,19.77,2.06
20200308,13.46,6.35,15.80,4.04
20200409,15.76,0.00,16.67,2.95
20200410,19.85,0.00,16.51,4.55
20200411,9.61,0.00,19.44,2.02
20200412,14.32,0.00,18.22,2.66
20200413,12.49,0.00,18.42,4.44
20200414,15.37,0.00,16.99,4.48
20200415,21.96,0.00,14.04,5.24
20200416,10.03,0.00,17.30,5.19
20200417,22.07,0.00,19.91,3.14
20200418,22.30,0.00,21.82,3.89
20200419,15.87,0.00,21.06,3.83
20200420,14.49,0.00,17.91,2.95
20200421,17.84,0.00,18.99,2.73
20200422,26.90,0.00,17.82,3.83
20200423,15.53,0.00,19.53,4.32
20200424,15.43,0.00,21.70,3.12
20200425,26.40,0.00,18.61,3.65
20200426,15.13,0.00,19.67,3.43
20200427,13.39,0.00,20.81,4.35
20200428,14.57,0.00,18.70,2.86
20200401,24.73,0.00,21.19,4.22
20200402,25.33,0.00,18.34,3.70
20200403,23.34,0.00,21.15,2.53
20200404,20.41,0.00,20.96,4.06
20200405,20.58,0.00,19.10,4.17
20200406,24.52,0.00,24.68,3.44
20200407,21.70,0.00,21.90,3.70
20200408,20.67,0.00,23.35,5.00
20200409,25.66,0.00,20.07,4.16
20200410,28.81,0.00,21.10,2.61
20200511,20.42,0.00,23.07,2.94
20200512,19.77,0.00,23.22,2.10
20200513,26.53,0.00,17.97,2.41
20200514,28.16,0.00,21.36,4.69
20200515,24.31,5.85,24.00,2.98
20200516,28.92,0.00,20.98,3.95
20200517,20.34,0.00,24.45,4.41
20200518,23.50,0.00,23.13,3.61
20200519,25.89,0.00,17.16,2.91
20200520,28.91,0.00,22.99,3.78
20200521,24.78,0.00,20.94,3.47
20200522,28.80,0.00,23.50,3.24
20200523,24.54,0.00,22.20,2.55
20200524,23.51,0.00,22.75,3.60
20200525,26.43,0.00,21.81,4.12
20200526,26.14,0.00,22.87,4.91
20200527,33.20,0.00,22.17,4.26
20200528,22.06,0.00,23.88,3.13
20200501,32.91,0.00,20.09,4.94
20200502,27.89,0.00,21.91,2.78
20200503,23.02,0.00,24.62,4.04
20200504,21.53,0.00,23.32,2.75
20200505,29.08,0.00,25.14,3.18
20200506,28.64,0.00,22.31,3.42
20200507,25.46,0.00,21.37,4.19
20200508,23.97,12.02,23.11,2.10
20200509,20.61,0.00,23.62,3.03
20200510,26.98,0.00,24.98,3.34
20200511,27.53,6.05,23.55,2.92
20200512,31.45,0.00,21.22,6.15
20200513,29.85,0.00,21.12,3.44
20200614,26.56,7.07,20.12,4.15
20200615,22.61,0.00,23.85,0.70
20200616,28.24,0.00,21.88,1.18
20200617,22.70,0.00,24.20,4.17
20200618,30.50,0.00,22.81,3.13
20200619,28.95,0.00,24.95,4.42
20200620,29.19,1.51,22.17,2.49
20200621,32.99,0.00,22.85,1.75
20200622,30.07,0.00,20.58,4.97
20200623,31.41,0.00,26.25,5.46
20200624,32.63,0.00,24.35,3.90
20200625,32.35,0.00,23.09,3.75
20200626,31.99,0.00,22.87,4.25
20200627,29.42,0.00,25.50,2.05
20200628,34.10,0.00,24.12,5.24
20200601,30.36,0.00,23.36,2.72
20200602,30.17,0.00,26.69,4.88
20200603,34.90,13.81,25.09,3.89
20200604,24.75,0.00,23.32,3.64
20200605,31.00,0.00,22.25,1.46
20200606,38.47,0.00,23.54,3.06
20200607,30.34,0.00,25.16,3.43
20200608,29.65,0.00,25.06,2.53
20200609,33.79,10.65,20.78,4.19
20200610,32.94,0.00,23.03,3.03
20200611,37.80,0.00,26.44,3.84
20200612,22.29,0.00,23.19,2.16
20200613,24.53,0.00,22.02,2.80
20200614,28.28,0.00,25.02,4.27
20200615,34.14,0.00,23.66,4.04
20200716,37.08,0.00,21.40,3.76
20200717,34.67,0.00,26.31,2.99
20200718,32.18,14.62,24.98,4.24
20200719,31.72,0.00,22.56,2.29
20200720,27.23,0.00,21.66,3.96
20200721,32.25,0.00,26.95,3.70
20200722,25.60,0.00,23.87,4.82
20200723,30.97,0.00,26.97,4.18
20200724,30.92,0.00,22.33,4.79
20200725,32.33,0.00,22.78,3.25
20200726,36.75,0.00,27.33,3.69
20200727,33.67,0.00,24.34,3.73
20200728,35.13,0.00,23.90,1.91
20200701,28.11,3.55,25.18,3.27
20200702,42.71,0.00,24.74,3.18
20200703,36.70,0.00,28.78,2.72
20200704,33.88,0.00,20.88,2.90
20200705,28.81,0.00,23.72,0.51
20200706,26.59,0.00,23.56,3.26
20200707,36.01,0.00,23.25,2.42
20200708,34.63,3.85,25.87,6.12
20200709,36.77,9.87,21.11,3.60
20200710,29.08,0.00,22.98,3.60
20200711,28.66,0.00,20.22,3.28
20200712,32.30,0.00,19.53,2.67
20200713,33.19,0.00,24.47,4.47
20200714,38.57,0.00,24.77,2.63
20200715,38.48,0.00,20.34,4.14
20200716,35.40,0.00,22.96,4.32
20200717,38.76,0.00,25.32,2.43
20200818,27.87,0.00,23.62,2.68
20200819,37.31,0.00,22.41,3.16
20200820,20.63,0.00,23.84,3.40
20200821,33.85,0.00,24.61,0.52
20200822,32.77,0.00,22.14,4.10
20200823,35.36,0.00,24.05,2.43
20200824,31.15,0.00,22.19,1.77
20200825,34.74,0.00,20.83,2.77
20200826,31.03,0.00,18.40,3.81
20200827,26.67,0.00,19.23,2.18
20200828,38.98,0.00,23.48,3.14
20200801,29.69,0.00,24.89,4.08
20200802,30.11,0.00,20.95,4.47
20200803,29.77,0.00,23.47,4.41
20200804,32.76,0.00,19.43,5.41
20200805,29.03,0.00,17.28,3.36
20200806,30.23,0.00,17.54,2.08
20200807,28.21,0.00,17.45,3.23
20200808,31.69,0.00,24.83,4.13
20200809,25.40,0.00,17.10,5.56
20200810,27.34,0.00,21.31,3.04
20200811,25.55,0.00,21.75,4.39
20200812,22.51,0.00,20.46,3.03
20200813,25.98,0.00,20.33,2.84
20200814,30.19,0.00,18.27,5.25
20200815,26.56,0.00,18.67,3.04
20200816,22.88,0.00,21.64,5.61
20200817,30.02,0.00,17.89,3.33
20200818,33.26,0.00,20.31,3.81
20200819,31.50,0.00,17.25,2.52
20200820,25.74,0.00,19.61,3.00
20200921,17.04,0.00,20.15,4.38
20200922,29.77,0.00,17.02,3.36
20200923,27.56,0.00,20.47,2.71
20200924,16.52,9.49,20.24,4.62
20200925,15.46,0.00,15.55,4.12
20200926,26.74,0.00,17.34,2.81
20200927,26.64,0.00,18.64,2.36
20200928,25.18,0.00,17.82,3.17
20200901,30.30,0.00,16.86,3.61
20200902,22.05,0.00,15.15,2.97
20200903,25.58,0.00,14.51,2.64
20200904,30.47,0.00,17.24,4.47
20200905,27.87,0.00,14.75,4.68
20200906,21.48,0.00,13.69,3.37
20200907,18.88,0.00,18.28,3.86
20200908,26.95,0.00,17.42,4.06
20200909,19.95,0.00,17.02,3.93
20200910,22.31,0.00,17.30,3.58
20200911,25.39,0.00,18.11,2.64
20200912,27.09,0.00,14.77,3.71
20200913,24.21,0.00,14.04,4.07
20200914,26.55,0.00,13.29,2.83
20200915,21.58,0.00,13.52,4.11
20200916,18.61,0.00,18.54,4.54
